range_id,band_id,p_min,p_max,n_train,n_test,winner,delta_bic,delta_logl,exp_bic,ln_bic,exp_ks,ln_ks,exp_ks_p,ln_ks_p
100000000:200000000,0,100000000.0,200000000.00000003,3256849,1395793,lognormal,56842.92700123228,28428.537987250835,11355063.25524077,11298220.328239538,0.10968175227825261,0.0844749257027424,0.0,0.0
