n,kappa,z
5.406000000000000000e+03,1.861188138080111187e+01,4.465176802663391165e-05
5.407000000000000000e+03,2.326535236517136340e+00,5.279040020437035992e+02
5.408000000000000000e+03,2.093926762058306323e+01,4.357408740490908885e-06
5.409000000000000000e+03,6.979906009739528905e+00,5.032483008296130933e+00
5.410000000000000000e+03,9.306741490929589133e+00,4.912819306712760681e-01
5.411000000000000000e+03,4.653470799273959457e+00,5.155856769844855592e+01
5.412000000000000000e+03,2.792142500756410328e+01,4.047967157445534950e-09
5.413000000000000000e+03,2.326835425715898520e+00,5.283311795540319054e+02
5.414000000000000000e+03,4.653770849794129028e+00,5.157167668745692879e+01
5.415000000000000000e+03,1.396161248906351382e+01,4.678937009244430074e-03
5.416000000000000000e+03,9.307941582239486422e+00,4.912369074537925040e-01
5.417000000000000000e+03,2.327035367048331249e+00,5.286158933587827278e+02
5.418000000000000000e+03,2.792502395175245766e+01,4.037896579859836675e-09
5.419000000000000000e+03,2.327135282356395773e+00,5.287582289205632833e+02
5.420000000000000000e+03,1.396311135709684770e+01,4.676243030703456337e-03
5.421000000000000000e+03,9.308940643181369268e+00,4.911994293380101961e-01
5.422000000000000000e+03,4.654570172394794092e+00,5.160661477904631056e+01
5.423000000000000000e+03,9.309340009569480046e+00,4.911844485696745255e-01
5.424000000000000000e+03,2.327384909383656009e+01,4.232680103973355706e-07
5.425000000000000000e+03,1.396460884304789118e+01,4.673553085197179602e-03
5.426000000000000000e+03,4.654969391537479240e+00,5.162407336022680937e+01
5.427000000000000000e+03,1.163767287584659016e+01,4.790520570911605686e-02
5.428000000000000000e+03,1.396550667227863052e+01,4.671941049694208585e-03
5.429000000000000000e+03,4.655268612806975348e+00,5.163716272434615462e+01
5.430000000000000000e+03,1.862147326595078312e+01,4.442186063619544840e-05
5.431000000000000000e+03,2.327734000904236211e+00,5.296119439428189253e+02
5.432000000000000000e+03,1.862227067510425726e+01,4.440280095846544522e-05
5.433000000000000000e+03,4.655667317397228722e+00,5.165460912049473308e+01
5.434000000000000000e+03,1.862306779071487384e+01,4.438375647024374391e-05
5.435000000000000000e+03,4.655866559627282797e+00,5.166332971107133432e+01
5.436000000000000000e+03,2.095184768962350219e+01,4.325214106760387229e-06
5.437000000000000000e+03,2.328032864276307734e+00,5.300386099577057166e+02
5.438000000000000000e+03,4.656165285542862797e+00,5.167640734033666661e+01
5.439000000000000000e+03,1.396879447268143615e+01,4.666042610687121985e-03
5.440000000000000000e+03,3.259455041228535777e+01,3.801592091741226413e-11
5.441000000000000000e+03,2.328231923352367616e+00,5.303229831646780212e+02
5.442000000000000000e+03,9.313126661022984365e+00,4.910424289014452826e-01
5.443000000000000000e+03,2.328331398019592768e+00,5.304651485471237038e+02
5.444000000000000000e+03,6.985143364941794886e+00,5.038588578068324608e+00
5.445000000000000000e+03,2.095587752527907455e+01,4.314951428548662806e-06
5.446000000000000000e+03,9.313922166030041083e+00,4.910125984317456616e-01
5.447000000000000000e+03,4.657060475493578267e+00,5.171561681160329016e+01
5.448000000000000000e+03,1.862863939890646137e+01,4.425086887645044819e-05
5.449000000000000000e+03,2.328629602860413428e+00,5.308915598895310950e+02
5.450000000000000000e+03,1.397207563044872636e+01,4.660163513196323264e-03
5.451000000000000000e+03,9.314915726039101784e+00,4.909753436855806008e-01
5.452000000000000000e+03,1.397267149301231370e+01,4.659096656391054081e-03
5.453000000000000000e+03,9.315312894886508488e+00,4.909604521453272419e-01
5.454000000000000000e+03,1.863102284937471254e+01,4.419414313276185221e-05
5.455000000000000000e+03,4.657854959045386600e+00,5.175044024307143076e+01
5.456000000000000000e+03,2.328977093777523777e+01,4.190398818035282405e-07
5.457000000000000000e+03,9.316106795758665626e+00,4.909306867968982746e-01
5.458000000000000000e+03,4.658152590024905670e+00,5.176349190176829040e+01
5.459000000000000000e+03,4.658251763998426220e+00,5.176784159163084098e+01
5.460000000000000000e+03,5.590021103767862343e+01,2.884293503788173862e-21
5.461000000000000000e+03,4.658450057455934434e+00,5.177653967753233388e+01
5.462000000000000000e+03,4.658549176953226123e+00,5.178088807381469394e+01
5.463000000000000000e+03,6.987972417457608998e+00,5.041889693199784084e+00
5.464000000000000000e+03,9.317494723036229942e+00,4.908786542335588088e-01
5.465000000000000000e+03,4.658846426598993062e+00,5.179393067744774726e+01
5.466000000000000000e+03,9.317890947108681488e+00,4.908638010420450781e-01
5.467000000000000000e+03,9.318089004781583640e+00,4.908563766526736760e-01
5.468000000000000000e+03,6.988715269672458597e+00,5.042756858003851761e+00
5.469000000000000000e+03,4.659242505733505624e+00,5.181131478799468226e+01
5.470000000000000000e+03,9.318682960506031066e+00,4.908341123033855835e-01
5.471000000000000000e+03,2.329720218340058047e+00,5.324539823481441090e+02
5.472000000000000000e+03,4.193585437519279679e+01,3.354562900817444189e-15
5.473000000000000000e+03,4.659638295283540899e+00,5.182869201693806360e+01
5.474000000000000000e+03,1.863894878989232851e+01,4.400602945826965725e-05
5.475000000000000000e+03,1.397950824478994036e+01,4.646873318809792951e-03
5.476000000000000000e+03,1.048485363223687550e+01,1.530908954887364171e-01
5.477000000000000000e+03,2.330016897836118428e+00,5.328798022177234088e+02
5.478000000000000000e+03,1.864053050254979382e+01,4.396858515807268225e-05
5.479000000000000000e+03,2.330115718781528678e+00,5.330217141113237176e+02
5.480000000000000000e+03,1.864132092582259403e+01,4.394988520066473754e-05
5.481000000000000000e+03,1.864171602928720262e+01,4.394054076265735257e-05
5.482000000000000000e+03,4.660527765168091641e+00,5.186776566132039790e+01
5.483000000000000000e+03,2.330313252500548327e+00,5.333054958431780506e+02
5.484000000000000000e+03,1.398217568048215043e+01,4.642112947407685611e-03
5.485000000000000000e+03,4.660823930653521074e+00,5.188078249158154165e+01
5.486000000000000000e+03,9.321845232972139073e+00,4.907155919515269193e-01
5.487000000000000000e+03,9.322042568663178486e+00,4.907081968596759824e-01
5.488000000000000000e+03,2.330559967098318097e+01,4.148783461167849344e-07
5.489000000000000000e+03,4.661218566087761417e+00,5.189813227147362085e+01
5.490000000000000000e+03,2.796790308006908887e+01,3.919822183340954791e-09
5.491000000000000000e+03,6.992123663961661073e+00,5.046737542429993617e+00
5.492000000000000000e+03,6.992271530974619509e+00,5.046910308314652482e+00
5.493000000000000000e+03,4.661612914043970157e+00,5.191547520837185914e+01
5.494000000000000000e+03,9.323422912327293588e+00,4.906564720388169598e-01
5.495000000000000000e+03,9.323619960697278941e+00,4.906490886037898624e-01
5.496000000000000000e+03,1.864763394642190164e+01,4.380081591672194282e-05
5.497000000000000000e+03,4.662006974940677395e+00,5.193281130995534767e+01
5.498000000000000000e+03,4.662105445360766431e+00,5.193714426823185448e+01
5.499000000000000000e+03,1.398661169361677281e+01,4.634207125257903438e-03
5.500000000000000000e+03,2.797381399488999421e+01,3.903818642823355210e-09
5.501000000000000000e+03,2.331200374597749647e+00,5.345818210077608228e+02
5.502000000000000000e+03,1.864999659208104532e+01,4.374515690526388284e-05
5.503000000000000000e+03,2.331298764481229302e+00,5.347235650818292925e+02
5.504000000000000000e+03,1.865078356811434901e+01,4.372663309621444472e-05
5.505000000000000000e+03,9.325588474450283272e+00,4.905753341666799772e-01
5.506000000000000000e+03,4.662892564558614339e+00,5.197179258657774170e+01
5.507000000000000000e+03,2.331495437017746308e+00,5.350070114075131187e+02
5.508000000000000000e+03,3.497316874246697438e+01,3.567300806854193861e-12
5.509000000000000000e+03,4.663187439445404259e+00,5.198477867939586616e+01
5.510000000000000000e+03,1.865314278156557748e+01,4.367114901859020824e-05
5.511000000000000000e+03,9.326767867013415980e+00,4.905311510973707212e-01
5.512000000000000000e+03,1.865392861519125489e+01,4.365268338682371429e-05
5.513000000000000000e+03,4.663580356271179284e+00,5.200208751622807313e+01
5.514000000000000000e+03,9.327357081866537669e+00,4.905090790888948504e-01
5.515000000000000000e+03,4.663776707790542098e+00,5.201073938524484674e+01
5.516000000000000000e+03,1.399162457054836040e+01,4.625289424824920344e-03
5.517000000000000000e+03,6.995959482174685995e+00,5.051221176069700114e+00
5.518000000000000000e+03,9.328142203196007287e+00,4.904796699604984100e-01
5.519000000000000000e+03,2.332084598650268070e+00,5.358570162676913924e+02
5.520000000000000000e+03,4.664267275230498910e+01,3.056917232711667466e-17
5.521000000000000000e+03,2.332182667697164646e+00,5.359986350863556481e+02
5.522000000000000000e+03,9.328926755596926412e+00,4.904502839044144746e-01
5.523000000000000000e+03,9.329122804898666743e+00,4.904429409913620419e-01
5.524000000000000000e+03,6.996989114030048640e+00,5.052425376154249470e+00
5.525000000000000000e+03,1.399427219555096080e+01,4.620586337026170304e-03
5.526000000000000000e+03,1.399456610983985172e+01,4.620064539688631573e-03
5.527000000000000000e+03,2.332476661824337327e+00,5.364234082565402559e+02
5.528000000000000000e+03,9.330102519259149574e+00,4.904062480047817196e-01
5.529000000000000000e+03,9.330298355791454057e+00,4.903989137194068038e-01
5.530000000000000000e+03,1.866098831381415835e+01,4.348714332518229447e-05
5.531000000000000000e+03,2.332672480654707226e+00,5.367065210289782726e+02
5.532000000000000000e+03,1.399632847940926617e+01,4.616936972990624138e-03
5.533000000000000000e+03,4.665540673940955507e+00,5.208852989509615128e+01
5.534000000000000000e+03,4.665638503729411468e+00,5.209284757040644109e+01
5.535000000000000000e+03,1.866294526336604775e+01,4.344136682267074232e-05
5.536000000000000000e+03,1.399750233085093143e+01,4.614854987320372859e-03
5.537000000000000000e+03,6.998897830593284297e+00,5.054658464181164490e+00
5.538000000000000000e+03,1.866411858473411556e+01,4.341394387561075348e-05
5.539000000000000000e+03,4.666127387654039005e+00,5.211442961423250608e+01
5.540000000000000000e+03,1.399867533444027323e+01,4.612775443276530447e-03
5.541000000000000000e+03,4.666322817668055123e+00,5.212305947868413369e+01
5.542000000000000000e+03,9.332841012448593432e+00,4.903036984935862375e-01
5.543000000000000000e+03,4.666518177155179359e+00,5.213168765707028030e+01
5.544000000000000000e+03,5.599938996560472759e+01,2.652144420757212345e-21
5.545000000000000000e+03,4.666713466166297231e+00,5.214031415032854255e+01
5.546000000000000000e+03,9.333622168518479256e+00,4.902744501434025959e-01
5.547000000000000000e+03,7.000363027128355675e+00,5.056373329014629547e+00
5.548000000000000000e+03,1.400101880295490631e+01,4.608623661587394303e-03
5.549000000000000000e+03,4.667103832963776178e+00,5.215756208520765114e+01
5.550000000000000000e+03,2.800320828416997898e+01,3.825200023041711103e-09
5.551000000000000000e+03,9.334597821703267684e+00,4.902379218068713684e-01
5.552000000000000000e+03,1.166849105860004343e+01,4.752128531526386701e-02
5.553000000000000000e+03,7.001240877699712151e+00,5.057401043304001753e+00
5.554000000000000000e+03,4.667591395937333409e+00,5.217911254162972767e+01
5.555000000000000000e+03,9.335377711717823601e+00,4.902087247768668887e-01
5.556000000000000000e+03,1.400335889471258533e+01,4.604481591082346809e-03
5.557000000000000000e+03,2.333941861539749585e+00,5.385454056190615120e+02
5.558000000000000000e+03,9.335962260782267208e+00,4.901868419381509301e-01
5.559000000000000000e+03,9.336157040357479175e+00,4.901795505002674025e-01
5.560000000000000000e+03,1.867270356979448209e+01,4.321382103351954025e-05
5.561000000000000000e+03,4.668273247207078036e+00,5.220926554402045383e+01
5.562000000000000000e+03,1.867348233784164080e+01,4.319571303031555248e-05
5.563000000000000000e+03,2.334233952107455323e+00,5.389694325915071431e+02
5.564000000000000000e+03,1.400569561943060570e+01,4.600349195112526934e-03
5.565000000000000000e+03,1.867464996501028551e+01,4.316857744658377178e-05
5.566000000000000000e+03,1.400627927564491593e+01,4.599317603489603244e-03
5.567000000000000000e+03,4.668857008370348005e+00,5.223509462502557454e+01
5.568000000000000000e+03,3.268267968507484511e+01,3.562802804987614393e-11
5.569000000000000000e+03,2.334525727809234397e+00,5.393933357945176112e+02
5.570000000000000000e+03,9.338297306114178298e+00,4.900994382838647634e-01
5.571000000000000000e+03,7.003868749570662189e+00,5.060478785433241811e+00
5.572000000000000000e+03,1.400802898678436570e+01,4.596226437219872417e-03
5.573000000000000000e+03,2.334720070353195176e+00,5.396758692527401990e+02
5.574000000000000000e+03,9.339074536776339031e+00,4.900703490295817977e-01
5.575000000000000000e+03,7.004451567969571357e+00,5.061161631318697118e+00
5.576000000000000000e+03,1.867892588594909498e+01,4.306935074142028634e-05
5.577000000000000000e+03,1.400948564075128466e+01,4.593654591749702157e-03
5.578000000000000000e+03,4.669925604942086750e+00,5.228240882979435611e+01
5.579000000000000000e+03,4.670022645568491448e+00,5.228670761554131019e+01
5.580000000000000000e+03,4.203107701922289152e+01,3.110064392818563621e-15
5.581000000000000000e+03,2.335108337325238814e+00,5.402407715694865828e+02
5.582000000000000000e+03,4.670313663118522918e+00,5.229960147064758047e+01
5.583000000000000000e+03,4.670410634212905698e+00,5.230389858868865360e+01
5.584000000000000000e+03,1.167626896984962670e+01,4.742487848562209479e-02
5.585000000000000000e+03,4.670604524305575822e+00,5.231249157496955604e+01
5.586000000000000000e+03,2.802420865989779131e+01,3.770003476295314258e-09
5.587000000000000000e+03,4.670798344978232208e+00,5.232108289561532644e+01
5.588000000000000000e+03,1.401268568789275903e+01,4.588009690779734293e-03
5.589000000000000000e+03,1.401297628884170265e+01,4.587497412785803211e-03
5.590000000000000000e+03,1.868435578373351902e+01,4.294367358521420232e-05
5.591000000000000000e+03,2.335592889131110628e+00,5.409465913560173931e+02
5.592000000000000000e+03,1.868513037309315905e+01,4.292577531840433323e-05
5.593000000000000000e+03,9.342758781945555313e+00,4.899324830212149484e-01
5.594000000000000000e+03,4.671476171366875541e+00,5.235113941425829154e+01
5.595000000000000000e+03,9.343145868923540931e+00,4.899180003149125606e-01
5.596000000000000000e+03,7.007504520395468006e+00,5.064740059166525477e+00
5.597000000000000000e+03,4.671766408778679214e+00,5.236401454645038456e+01
5.598000000000000000e+03,1.401558936003914546e+01,4.582893599976225162e-03
5.599000000000000000e+03,4.671959813972928366e+00,5.237259589255373982e+01
5.600000000000000000e+03,4.204850841598038613e+01,3.067275952002797889e-15
5.601000000000000000e+03,4.672153150093892648e+00,5.238117557943699865e+01
5.602000000000000000e+03,4.672249792267307633e+00,5.238546480095647695e+01
5.603000000000000000e+03,4.672346417190892609e+00,5.238975360801326531e+01
5.604000000000000000e+03,1.401732907461241062e+01,4.579831063864163443e-03
5.605000000000000000e+03,9.345079230626391009e+00,4.898456707597840243e-01
5.606000000000000000e+03,4.672636188524217360e+00,5.240261754354749257e+01
5.607000000000000000e+03,1.401819823353005035e+01,4.578301791914729003e-03
5.608000000000000000e+03,9.345658566553471047e+00,4.898239991348705691e-01
5.609000000000000000e+03,4.672925804830517116e+00,5.241547775301897616e+01
5.610000000000000000e+03,3.738417847341996492e+01,3.260021316038549239e-13
5.611000000000000000e+03,4.673118796323807445e+00,5.242404915748197425e+01
5.612000000000000000e+03,1.401964579882674222e+01,4.575755956073760886e-03
5.613000000000000000e+03,4.673311719038944823e+00,5.243261890819116644e+01
5.614000000000000000e+03,9.346816309240045584e+00,4.897806935155508690e-01
5.615000000000000000e+03,4.673504573024933606e+00,5.244118700605473293e+01
5.616000000000000000e+03,4.673600974259797880e+01,2.832930771272668854e-17
5.617000000000000000e+03,4.673697358330727525e+00,5.244975345197994443e+01
5.618000000000000000e+03,7.010690587865750167e+00,5.068477211862967735e+00
5.619000000000000000e+03,4.673890075005225242e+00,5.245831824687339662e+01
5.620000000000000000e+03,1.402195922286301588e+01,4.571690271547364237e-03
5.621000000000000000e+03,9.348165446194549588e+00,4.897302335820140073e-01
5.622000000000000000e+03,9.348358042880263952e+00,4.897230305743270895e-01
5.623000000000000000e+03,2.337137651327836352e+00,5.432029228149016262e+02
5.624000000000000000e+03,1.869748626699994176e+01,4.264127685674387049e-05
5.625000000000000000e+03,1.752925430148435382e+01,1.371715707511988308e-04
5.626000000000000000e+03,9.349128087198566917e+00,4.896942324086268061e-01
5.627000000000000000e+03,4.674660256366433231e+00,5.249256093423110769e+01
5.628000000000000000e+03,2.804853871222014661e+01,3.707050485205528247e-09
5.629000000000000000e+03,4.674852630616129545e+00,5.250111748753470664e+01
5.630000000000000000e+03,9.349897584221642077e+00,4.896654564023799061e-01
5.631000000000000000e+03,4.675044936526835393e+00,5.250967239522852736e+01
5.632000000000000000e+03,2.337570531935118723e+01,3.969381263162310003e-07
5.633000000000000000e+03,4.675237174147089725e+00,5.251822565821323252e+01
5.634000000000000000e+03,1.402599980209035024e+01,4.564597892709372669e-03
5.635000000000000000e+03,1.402628803057612750e+01,4.564092389439691061e-03
5.636000000000000000e+03,7.013288103958377206e+00,5.071526053510001297e+00
5.637000000000000000e+03,4.675621444710126973e+00,5.253532725365458589e+01
5.638000000000000000e+03,4.675717469745046984e+00,5.253960162597706329e+01
5.639000000000000000e+03,2.337906738874861556e+00,5.443297846344787558e+02
5.640000000000000000e+03,3.740727574984155268e+01,3.202621853550195370e-13
5.641000000000000000e+03,2.338002721346248425e+00,5.444705814710263212e+02
5.642000000000000000e+03,1.870440559857065210e+01,4.248278142750410206e-05
5.643000000000000000e+03,1.870478935834689338e+01,4.247400822154064959e-05
5.644000000000000000e+03,1.402887978759211762e+01,4.559549406878101938e-03
5.645000000000000000e+03,4.676389168480632463e+00,5.256951074757379416e+01
5.646000000000000000e+03,9.352970114885048147e+00,4.895505733174532192e-01
5.647000000000000000e+03,2.338290464711199501e+00,5.448928909390961053e+02
5.648000000000000000e+03,1.169169196106567377e+01,4.723428930132257675e-02
5.649000000000000000e+03,9.353545244920296042e+00,4.895290719826708714e-01
5.650000000000000000e+03,1.403060533059012371e+01,4.556527282482910647e-03
5.651000000000000000e+03,2.338482123820976533e+00,5.451743631106133989e+02
5.652000000000000000e+03,2.104677015660848483e+01,4.089837119424855499e-06
5.653000000000000000e+03,2.338577902507918083e+00,5.453150789724227252e+02
5.654000000000000000e+03,9.354503116579602207e+00,4.894932638829039284e-01
5.655000000000000000e+03,1.870938917851908201e+01,4.236899174823031050e-05
5.656000000000000000e+03,1.870977205616693340e+01,4.236026215162460760e-05
5.657000000000000000e+03,2.338769358265837983e+00,5.455964702784420979e+02
5.658000000000000000e+03,1.871053760842231384e+01,4.234281298084068338e-05
5.659000000000000000e+03,2.338865035384710467e+00,5.457371457347582009e+02
5.660000000000000000e+03,1.403347716758753805e+01,4.551501973661097392e-03
5.661000000000000000e+03,1.403376407217248101e+01,4.551000235795558783e-03
5.662000000000000000e+03,9.356033950720666681e+00,4.894360421744789469e-01
5.663000000000000000e+03,4.678112576443662185e+00,5.264632784796262399e+01
5.664000000000000000e+03,2.806924896388067125e+01,3.654292516174512447e-09
5.665000000000000000e+03,9.356607455951285957e+00,4.894146065980281568e-01
5.666000000000000000e+03,4.678399278436211617e+00,5.265911784107036908e+01
5.667000000000000000e+03,4.678494812034438510e+00,5.266338035742065671e+01
5.668000000000000000e+03,1.403577098632882247e+01,4.547492096696275320e-03
5.669000000000000000e+03,2.339342914333832457e+00,5.464403212910686989e+02
5.670000000000000000e+03,4.678781311714556779e+01,2.715776348723440992e-17
5.671000000000000000e+03,4.678876777922888586e+00,5.268042635234727555e+01
5.672000000000000000e+03,9.357944454597200590e+00,4.893646380109439309e-01
5.673000000000000000e+03,9.358135319695252363e+00,4.893575050920650482e-01
5.674000000000000000e+03,4.679163075575897501e+00,5.269320657764119176e+01
5.675000000000000000e+03,7.018887711734015156e+00,5.078104848239904712e+00
5.676000000000000000e+03,2.807612313956332883e+01,3.636947517225414183e-09
5.677000000000000000e+03,4.679449221895455757e+00,5.270598314547721230e+01
5.678000000000000000e+03,9.359089140799929041e+00,4.893218609053140988e-01
5.679000000000000000e+03,7.019459853169993657e+00,5.078777518710777095e+00
5.680000000000000000e+03,2.339867608520732745e+01,3.912302508244253702e-07
5.681000000000000000e+03,9.359661030380559410e+00,4.893004907014185667e-01
5.682000000000000000e+03,9.359851593131363501e+00,4.892933700151556597e-01
5.683000000000000000e+03,2.340010530586786430e+00,5.474242033354565820e+02
5.684000000000000000e+03,2.106052339058934564e+01,4.056812864511483315e-06
5.685000000000000000e+03,9.360423080220849457e+00,4.892720160945132624e-01
5.686000000000000000e+03,4.680306754451176054e+00,5.274429093400433999e+01
5.687000000000000000e+03,7.020602928071999038e+00,5.080121706291495620e+00
5.688000000000000000e+03,2.808298279744071735e+01,3.619721216982303309e-09
5.689000000000000000e+03,2.340296148516708641e+00,5.478456661853641663e+02
5.690000000000000000e+03,9.361374888867549870e+00,4.892364533241302937e-01
5.691000000000000000e+03,9.361565150227479037e+00,4.892293448301935355e-01
5.692000000000000000e+03,7.021316533618779054e+00,5.080961044017512585e+00
5.693000000000000000e+03,2.340486393167994006e+00,5.481265745771826232e+02
5.694000000000000000e+03,1.872427146756004745e+01,4.203099651054768626e-05
5.695000000000000000e+03,9.362325861494252166e+00,4.892009243717419520e-01
5.696000000000000000e+03,1.638440292269617871e+01,4.364296039366639219e-04
5.697000000000000000e+03,9.362706016788147068e+00,4.891867222459754805e-01
5.698000000000000000e+03,1.872579208878250157e+01,4.199661350669798822e-05
5.699000000000000000e+03,4.681543019323700427e+00,5.279956650317114963e+01
5.700000000000000000e+03,4.213474199805735054e+01,2.864104828836619546e-15
5.701000000000000000e+03,2.340866481791411324e+00,5.486882311560690368e+02
5.702000000000000000e+03,4.681827910725563591e+00,5.281231270764858721e+01
5.703000000000000000e+03,4.681922841218212561e+00,5.281656063570418524e+01
5.704000000000000000e+03,1.872807102026643733e+01,4.194513688746705882e-05
5.705000000000000000e+03,9.364225304553180251e+00,4.891299676738886104e-01
5.706000000000000000e+03,1.404662259856196016e+01,4.528569981084903939e-03
5.707000000000000000e+03,4.682302396804627342e+00,5.283354831698157739e+01
5.708000000000000000e+03,7.023595866201508109e+00,5.083642907643166176e+00
5.709000000000000000e+03,9.364984149697891169e+00,4.891016226913237896e-01
5.710000000000000000e+03,9.365173777908534447e+00,4.890945398053078708e-01
5.711000000000000000e+03,2.341340843228059576e+00,5.493900019865043305e+02
5.712000000000000000e+03,4.682776467360317696e+01,2.628744645978402866e-17
5.713000000000000000e+03,4.682871231672672607e+00,5.285901775803279179e+01
5.714000000000000000e+03,4.682965979398993284e+00,5.286326125683496713e+01
5.715000000000000000e+03,1.404918213163524676e+01,4.524118373465032053e-03
5.716000000000000000e+03,7.024733137675113426e+00,5.084981551013374457e+00
5.717000000000000000e+03,2.341625061559887033e+00,5.498109048264644798e+02
5.718000000000000000e+03,9.366689609119941196e+00,4.890379250194106797e-01
5.719000000000000000e+03,9.366878938886252115e+00,4.890308542016204574e-01
5.720000000000000000e+03,3.746827294220024385e+01,3.055848669991083826e-13
5.721000000000000000e+03,4.683628749561469462e+00,5.289295449830466112e+01
5.722000000000000000e+03,4.683723364808227707e+00,5.289719478407872089e+01
5.723000000000000000e+03,4.683817963521084593e+00,5.290143466871115407e+01
5.724000000000000000e+03,2.810347527423491343e+01,3.568743965126287324e-09
5.725000000000000000e+03,7.026010667052305259e+00,5.086485707557673486e+00
5.726000000000000000e+03,9.368203321028021335e+00,4.889813959270479238e-01
5.727000000000000000e+03,9.368392386298019403e+00,4.889743358034081555e-01
5.728000000000000000e+03,1.405287212783689732e+01,4.517708335195699809e-03
5.729000000000000000e+03,4.684385208909641385e+00,5.292686555857740416e+01
5.730000000000000000e+03,1.873791876818717839e+01,4.172341990158171286e-05
5.731000000000000000e+03,4.684574158696181989e+00,5.293533931762486588e+01
5.732000000000000000e+03,7.027002913295339326e+00,5.087654280186652223e+00
5.733000000000000000e+03,2.108143369149604140e+01,4.007113270365430551e-06
5.734000000000000000e+03,9.369714919550553134e+00,4.889249522790577451e-01
5.735000000000000000e+03,9.369903721062216917e+00,4.889179028184988396e-01
5.736000000000000000e+03,1.874018497931164973e+01,4.167256342963445391e-05
5.737000000000000000e+03,2.342570306335713060e+00,5.512130517804932879e+02
5.738000000000000000e+03,9.370469928134770754e+00,4.888967624191329353e-01
5.739000000000000000e+03,4.685329299021522509e+00,5.296921835557270697e+01
5.740000000000000000e+03,2.811254170523740115e+01,3.546419918673670789e-09
5.741000000000000000e+03,2.342758959813622699e+00,5.514933222911701023e+02
5.742000000000000000e+03,2.811367323174167865e+01,3.543643608979326260e-09
5.743000000000000000e+03,2.342853237267196409e+00,5.516334377246074610e+02
5.744000000000000000e+03,1.171450181841324500e+01,4.695382027234119154e-02
5.745000000000000000e+03,9.371789927577429680e+00,4.888474813221749260e-01
5.746000000000000000e+03,1.405796755143105514e+01,4.508871800362542100e-03
5.747000000000000000e+03,4.686083387435917125e+00,5.300307183756142138e+01
5.748000000000000000e+03,1.405853272401335197e+01,4.507892737879793180e-03
5.749000000000000000e+03,2.343135872760827354e+00,5.520537048074595532e+02
5.750000000000000000e+03,1.874546359997290779e+01,4.155434513068047959e-05
5.751000000000000000e+03,1.171615009522883355e+01,4.693361776949540876e-02
5.752000000000000000e+03,9.373108319644533282e+00,4.887982651937605727e-01
5.753000000000000000e+03,4.686648265191116991e+00,5.302844521093491181e+01
5.754000000000000000e+03,1.874696941681508733e+01,4.152068286026978303e-05
5.755000000000000000e+03,4.686836426865915506e+00,5.303689981840305023e+01
5.756000000000000000e+03,7.030395724774845867e+00,5.091652037529261321e+00
5.757000000000000000e+03,9.374049046322792123e+00,4.887631505018023570e-01
5.758000000000000000e+03,4.687118546806086528e+00,5.304957874785807803e+01
5.759000000000000000e+03,4.687212554122975661e+00,5.305380426296955676e+01
5.760000000000000000e+03,5.624767854141281020e+01,2.149641674340056785e-21
5.761000000000000000e+03,4.687400519796026899e+00,5.306225410177019342e+01
5.762000000000000000e+03,9.374988956327037215e+00,4.887280688133117668e-01
5.763000000000000000e+03,9.375176840451743487e+00,4.887210564307798433e-01
5.764000000000000000e+03,1.406304703796622491e+01,4.500080106828731677e-03
5.765000000000000000e+03,4.687776255457785979e+00,5.307914901665653673e+01
5.766000000000000000e+03,1.406361044591596610e+01,4.499106004012065965e-03
5.767000000000000000e+03,4.687964025537000090e+00,5.308759409444002131e+01
5.768000000000000000e+03,1.875223154463386166e+01,4.140326292318283538e-05
5.769000000000000000e+03,7.032227595763043126e+00,5.093811840980079886e+00
5.770000000000000000e+03,9.376491117186661839e+00,4.886720066101925553e-01
5.771000000000000000e+03,4.688339370418008301e+00,5.310447949492652953e+01
5.772000000000000000e+03,2.813059899593017121e+01,3.502373077587360905e-09
5.773000000000000000e+03,4.688526945310025340e+00,5.311291981932291151e+01
5.774000000000000000e+03,4.688620708388626213e+00,5.311713938792938450e+01
5.775000000000000000e+03,2.813228673137873770e+01,3.498284274286206161e-09
5.776000000000000000e+03,1.758303069689677045e+01,1.334793176195476203e-04
5.777000000000000000e+03,4.688901900222294472e+00,5.312979572064952549e+01
5.778000000000000000e+03,1.875598239353949381e+01,4.131976865821191151e-05
5.779000000000000000e+03,2.344544640166244420e+00,5.541532628059438821e+02
5.780000000000000000e+03,2.110132325731838776e+01,3.960404879398328927e-06
5.781000000000000000e+03,9.378553191210546203e+00,4.885950583394564894e-01
5.782000000000000000e+03,1.406811068682496924e+01,4.491332888076494945e-03
5.783000000000000000e+03,2.344731923042751909e+00,5.544329807066859530e+02
5.784000000000000000e+03,1.875822978816965758e+01,4.126982212126569145e-05
5.785000000000000000e+03,9.379302063635972075e+00,4.885671164456448223e-01
5.786000000000000000e+03,9.379489200835623208e+00,4.885601342405332392e-01
5.787000000000000000e+03,7.034757229271225931e+00,5.096795823084771193e+00
5.788000000000000000e+03,7.034897533668882375e+00,5.096961378773544382e+00
5.789000000000000000e+03,4.690025209218711133e+00,5.318038550563269240e+01
5.790000000000000000e+03,1.876047485268573922e+01,4.121998764979994940e-05
5.791000000000000000e+03,2.345106100488168810e+00,5.549922594640872830e+02
5.792000000000000000e+03,1.407091701791699201e+01,4.486492406043116575e-03
5.793000000000000000e+03,4.690399128164986386e+00,5.319723615006722639e+01
