range_id,band_id,p_min,p_max,n_train,n_test,winner,delta_bic,delta_logl,exp_bic,ln_bic,exp_ks,ln_ks,exp_ks_p,ln_ks_p
100000000000000000:100000000000250000,0,1e+17,1.0000000000025e+17,3914,1678,exponential,-91.4457848049442,-42.01021345895788,16084.13713862883,16175.582923433774,0.06104703140422141,0.06031230417946686,7.044561571309785e-06,9.510913317687965e-06
