n,prime,is_mersenne,ms
871,1000000000000040873,0,0.006
872,1000000000000040933,0,0.010
873,1000000000000040939,0,0.007
874,1000000000000040957,0,0.006
875,1000000000000041049,0,0.018
876,1000000000000041071,0,0.007
877,1000000000000041101,0,0.008
878,1000000000000041109,0,0.008
879,1000000000000041119,0,0.008
880,1000000000000041197,0,0.013
881,1000000000000041199,0,0.008
882,1000000000000041211,0,0.008
883,1000000000000041221,0,0.007
884,1000000000000041241,0,0.009
885,1000000000000041259,0,0.008
886,1000000000000041283,0,0.007
887,1000000000000041323,0,0.008
888,1000000000000041379,0,0.012
889,1000000000000041421,0,0.011
890,1000000000000041503,0,0.012
891,1000000000000041539,0,0.009
892,1000000000000041553,0,0.006
893,1000000000000041559,0,0.008
894,1000000000000041611,0,0.011
895,1000000000000041653,0,0.010
896,1000000000000041779,0,0.020
897,1000000000000041829,0,0.012
898,1000000000000041841,0,0.007
899,1000000000000042001,0,0.023
900,1000000000000042123,0,0.015
901,1000000000000042159,0,0.010
902,1000000000000042169,0,0.008
903,1000000000000042201,0,0.009
904,1000000000000042231,0,0.009
905,1000000000000042271,0,0.010
906,1000000000000042291,0,0.009
907,1000000000000042463,0,0.022
908,1000000000000042469,0,0.007
909,1000000000000042471,0,0.007
910,1000000000000042499,0,0.009
911,1000000000000042513,0,0.006
912,1000000000000042529,0,0.008
913,1000000000000042571,0,0.009
914,1000000000000042681,0,0.018
915,1000000000000042763,0,0.013
916,1000000000000042793,0,0.006
917,1000000000000042879,0,0.015
918,1000000000000042999,0,0.019
919,1000000000000043041,0,0.011
920,1000000000000043059,0,0.008
921,1000000000000043071,0,0.008
922,1000000000000043083,0,0.005
923,1000000000000043293,0,0.024
924,1000000000000043303,0,0.005
925,1000000000000043309,0,0.007
926,1000000000000043387,0,0.011
927,1000000000000043491,0,0.018
928,1000000000000043533,0,0.009
929,1000000000000043597,0,0.011
930,1000000000000043663,0,0.010
931,1000000000000043681,0,0.007
932,1000000000000043687,0,0.005
933,1000000000000043729,0,0.012
934,1000000000000043747,0,0.006
935,1000000000000043761,0,0.008
936,1000000000000043803,0,0.007
937,1000000000000043849,0,0.011
938,1000000000000043909,0,0.013
939,1000000000000043963,0,0.009
940,1000000000000044047,0,0.012
941,1000000000000044077,0,0.007
942,1000000000000044163,0,0.013
943,1000000000000044259,0,0.015
944,1000000000000044311,0,0.011
945,1000000000000044341,0,0.010
946,1000000000000044361,0,0.010
947,1000000000000044377,0,0.005
948,1000000000000044451,0,0.014
949,1000000000000044499,0,0.011
950,1000000000000044793,0,0.034
951,1000000000000044851,0,0.012
952,1000000000000044889,0,0.011
953,1000000000000044959,0,0.013
954,1000000000000044983,0,0.007
955,1000000000000045063,0,0.011
956,1000000000000045081,0,0.007
957,1000000000000045169,0,0.016
958,1000000000000045241,0,0.014
959,1000000000000045243,0,0.005
960,1000000000000045259,0,0.008
961,1000000000000045271,0,0.007
962,1000000000000045463,0,0.022
963,1000000000000045547,0,0.012
964,1000000000000045549,0,0.007
965,1000000000000045571,0,0.009
966,1000000000000045631,0,0.013
967,1000000000000045739,0,0.018
968,1000000000000045741,0,0.007
969,1000000000000045769,0,0.009
970,1000000000000045819,0,0.011
971,1000000000000045823,0,0.005
972,1000000000000045921,0,0.015
973,1000000000000045951,0,0.010
974,1000000000000045969,0,0.007
975,1000000000000045997,0,0.007
976,1000000000000046011,0,0.009
977,1000000000000046029,0,0.008
978,1000000000000046081,0,0.012
979,1000000000000046113,0,0.007
980,1000000000000046147,0,0.007
981,1000000000000046231,0,0.016
982,1000000000000046281,0,0.012
983,1000000000000046291,0,0.007
984,1000000000000046299,0,0.007
985,1000000000000046443,0,0.017
986,1000000000000046509,0,0.014
987,1000000000000046561,0,0.010
988,1000000000000046657,0,0.015
989,1000000000000046719,0,0.012
990,1000000000000046723,0,0.005
991,1000000000000046753,0,0.007
992,1000000000000046761,0,0.008
993,1000000000000046791,0,0.009
994,1000000000000046813,0,0.005
995,1000000000000046971,0,0.023
996,1000000000000047047,0,0.012
997,1000000000000047071,0,0.008
998,1000000000000047169,0,0.017
999,1000000000000047191,0,0.009
1000,1000000000000047331,0,0.021
