n,prime,is_mersenne,ms
1,100000000000000003,0,0.039
2,100000000000000013,0,0.011
3,100000000000000019,0,0.018
4,100000000000000021,0,0.008
5,100000000000000049,0,0.014
6,100000000000000081,0,0.014
7,100000000000000099,0,0.011
8,100000000000000141,0,0.016
9,100000000000000181,0,0.015
10,100000000000000337,0,0.038
