n,prime,is_mersenne,ms
870,1000000000000040867,0,0.014
871,1000000000000040873,0,0.007
872,1000000000000040933,0,0.017
873,1000000000000040939,0,0.007
874,1000000000000040957,0,0.008
875,1000000000000041049,0,0.028
876,1000000000000041071,0,0.008
877,1000000000000041101,0,0.010
878,1000000000000041109,0,0.008
879,1000000000000041119,0,0.008
880,1000000000000041197,0,0.021
881,1000000000000041199,0,0.006
882,1000000000000041211,0,0.008
883,1000000000000041221,0,0.006
884,1000000000000041241,0,0.010
885,1000000000000041259,0,0.008
886,1000000000000041283,0,0.008
887,1000000000000041323,0,0.012
888,1000000000000041379,0,0.016
889,1000000000000041421,0,0.014
890,1000000000000041503,0,0.020
891,1000000000000041539,0,0.011
892,1000000000000041553,0,0.006
893,1000000000000041559,0,0.007
894,1000000000000041611,0,0.014
895,1000000000000041653,0,0.015
896,1000000000000041779,0,0.032
897,1000000000000041829,0,0.015
898,1000000000000041841,0,0.008
899,1000000000000042001,0,0.038
900,1000000000000042123,0,0.027
901,1000000000000042159,0,0.011
902,1000000000000042169,0,0.008
903,1000000000000042201,0,0.012
904,1000000000000042231,0,0.011
905,1000000000000042271,0,0.012
906,1000000000000042291,0,0.010
907,1000000000000042463,0,0.040
908,1000000000000042469,0,0.006
909,1000000000000042471,0,0.006
910,1000000000000042499,0,0.009
911,1000000000000042513,0,0.006
912,1000000000000042529,0,0.008
913,1000000000000042571,0,0.011
914,1000000000000042681,0,0.029
915,1000000000000042763,0,0.021
916,1000000000000042793,0,0.008
917,1000000000000042879,0,0.023
918,1000000000000042999,0,0.030
919,1000000000000043041,0,0.014
920,1000000000000043059,0,0.008
921,1000000000000043071,0,0.008
922,1000000000000043083,0,0.005
923,1000000000000043293,0,0.046
924,1000000000000043303,0,0.006
925,1000000000000043309,0,0.006
926,1000000000000043387,0,0.018
927,1000000000000043491,0,0.029
928,1000000000000043533,0,0.013
929,1000000000000043597,0,0.017
930,1000000000000043663,0,0.016
931,1000000000000043681,0,0.007
932,1000000000000043687,0,0.005
933,1000000000000043729,0,0.015
934,1000000000000043747,0,0.007
935,1000000000000043761,0,0.009
936,1000000000000043803,0,0.010
937,1000000000000043849,0,0.014
938,1000000000000043909,0,0.018
939,1000000000000043963,0,0.015
940,1000000000000044047,0,0.019
941,1000000000000044077,0,0.010
942,1000000000000044163,0,0.022
943,1000000000000044259,0,0.024
944,1000000000000044311,0,0.015
945,1000000000000044341,0,0.012
946,1000000000000044361,0,0.012
947,1000000000000044377,0,0.006
948,1000000000000044451,0,0.022
949,1000000000000044499,0,0.014
950,1000000000000044793,0,0.068
951,1000000000000044851,0,0.017
952,1000000000000044889,0,0.015
953,1000000000000044959,0,0.020
954,1000000000000044983,0,0.009
955,1000000000000045063,0,0.018
956,1000000000000045081,0,0.009
957,1000000000000045169,0,0.024
958,1000000000000045241,0,0.020
959,1000000000000045243,0,0.005
960,1000000000000045259,0,0.009
961,1000000000000045271,0,0.007
962,1000000000000045463,0,0.044
963,1000000000000045547,0,0.020
964,1000000000000045549,0,0.006
965,1000000000000045571,0,0.009
966,1000000000000045631,0,0.018
967,1000000000000045739,0,0.029
968,1000000000000045741,0,0.006
969,1000000000000045769,0,0.010
970,1000000000000045819,0,0.015
971,1000000000000045823,0,0.005
972,1000000000000045921,0,0.025
973,1000000000000045951,0,0.012
974,1000000000000045969,0,0.008
975,1000000000000045997,0,0.009
976,1000000000000046011,0,0.010
977,1000000000000046029,0,0.008
978,1000000000000046081,0,0.018
979,1000000000000046113,0,0.009
980,1000000000000046147,0,0.011
981,1000000000000046231,0,0.023
982,1000000000000046281,0,0.018
983,1000000000000046291,0,0.006
984,1000000000000046299,0,0.007
985,1000000000000046443,0,0.031
986,1000000000000046509,0,0.021
987,1000000000000046561,0,0.013
988,1000000000000046657,0,0.025
989,1000000000000046719,0,0.017
990,1000000000000046723,0,0.005
991,1000000000000046753,0,0.009
992,1000000000000046761,0,0.007
993,1000000000000046791,0,0.011
994,1000000000000046813,0,0.007
995,1000000000000046971,0,0.039
996,1000000000000047047,0,0.019
997,1000000000000047071,0,0.009
998,1000000000000047169,0,0.027
999,1000000000000047191,0,0.009
1000,1000000000000047331,0,0.036
