n,prime,is_mersenne,ms
1,10000000000000061,0,0.040
2,10000000000000069,0,0.010
3,10000000000000079,0,0.009
4,10000000000000099,0,0.012
5,10000000000000453,0,0.055
6,10000000000000481,0,0.013
7,10000000000000613,0,0.026
8,10000000000000639,0,0.010
9,10000000000000669,0,0.012
10,10000000000000753,0,0.017
