range_id,band_id,p_min,p_max,n_train,n_test,winner,delta_bic,delta_logl,exp_bic,ln_bic,exp_ks,ln_ks,exp_ks_p,ln_ks_p
100000000000000:100000000200000,0,100000000000000.0,100000000199999.95,3773,1618,exponential,-35.83783586014215,-14.224444881261661,15077.930780335146,15113.768616195288,0.09276619410611864,0.10601627219829873,1.4403531575144769e-12,2.735626005840152e-16
